"","CSA.FC12_VMT","CSA.FC3_VMT","CSA.FC4_VMT","CSA.EmpOff_SQ","CSA.EmpInd_SQ","CSA.EmpSer_SQ","CSA.ActEnt","CSA..Intercept."
"428",-0.00303741767550838,0.000493028230720552,0.0571969119823985,0.000274650468207959,-0.00884334939901933,-0.0240932104039826,0.0142207697558928,0.397363961301263
"430",-0.000708395694420259,-0.00374472967857675,-0.0173486157654192,-0.00647259103981494,0.000657131788761252,-0.00215349594591196,-0.00375564802369198,-0.14528327777124
"438",-0.00159736850108202,2.2093884132126e-05,-0.00318419979291186,-0.00383958590677652,-0.00218580616590399,-0.0086079794740647,-0.0116381683683335,-0.378697520803283
"440",0.000305492413239802,-0.00283991683204779,0.0397712556429221,-0.00182568825569696,-0.00255407665163856,-0.0118435548308716,-0.0043190001687363,-0.302252099075673
"444",0.00192904900652538,0.000377639004589028,0.0244135636413355,0.00494990618632392,0.00526727605923095,0.0142815482850115,0.00488937780331396,0.132721154398071
"446",-2.44631369424064e-05,0.000112434450512685,0.00117787790364743,0.000738208692169431,-0.000442597078175707,-0.00098338312162133,0.00082435159251001,0.0835426800511354
"448",6.16161859335612e-05,2.72507748595252e-05,-0.00110831266770817,-0.00229914487159917,-0.000487589416973903,-0.00445509215274758,0.00397277247693084,0.0325925528828413
"450",-0.00260338424085892,-0.0102069129617393,-0.0187985418498438,-0.00874016802708879,0.00053509591505892,-0.0136229412288547,0.001453256409249,0.427659452624859
"452",0.000771530557321041,7.15984146913145e-05,0.0239780529153797,0.00220285782524486,0.00350755551831799,0.00301795777134698,0.00246405854929064,-0.043445760844509
"454",8.65418484194351e-05,-0.000194128882803723,-0.00281809036430469,-0.00064776131073753,-0.000395171537806395,-0.00441331374420562,0.00199786054232722,0.0932790303672909
"456",0.000659903339349095,-0.00376512249196136,-0.00670935428289965,-0.0024442028463122,-0.000987933152163431,-0.00705816487485064,-0.0029333779740727,-0.189987934896105
"458",-0.00038952528447444,-0.000621807808497859,-0.00405018815112166,-0.00215052541586948,-0.00167841898877255,-0.0104788363855053,-0.00378370948372787,-0.0603270220849589
"462",-0.000329744668930021,-0.000292603901849929,-0.0105089266776005,-0.00373785824184006,-0.00183232646481915,-0.00655367909249425,-0.0102854882926647,-0.375826677351129
"464",-0.00202372600309289,0.0019958285426565,-0.0392127791544709,-0.00163625392412076,0.00188564361018148,0.0119665672867211,0.00108767784831256,-0.0511552181747591
"466",-0.000738150147725317,0.000459507971831678,0.0240468882427068,0.00304895506666438,0.00234815921472981,0.00909910182940482,0.0023907950388659,-0.0309085128020345
"468",0.00569222801843404,-0.00183006176384823,0.0365352499751053,0.00516681511076342,-0.000742917107217003,0.00807109873027839,-0.00335388350650899,-0.0719610841041725
"470",-0.000232914099597122,-7.57765150268856e-05,-0.000281402760719201,-0.00077556221109502,-0.000818821017693607,-0.000301004218922857,-0.00217200265768184,-0.198176790461143
"472",-0.00389468916083099,0.00188171007591783,0.0302938229806182,0.00271535412232984,0.00875848052047059,0.0153572221065384,0.0213859402106937,0.289004672511676
"474",-0.00129698661256177,-0.00147133876647409,-0.0245677281312235,-0.00526213757130359,-0.00465408351095982,-0.00670238262953819,-0.00522400899028556,-0.142958513157948
"476",0.00310178143053398,0.00205770315016883,0.0229627459481137,0.0020677029478281,0.00201921053273758,-0.00420338372313789,0.014067400995479,0.105888651256429
"482",0.000726098433398465,-0.00294595815786949,0.00899034210359662,-0.00314687939053339,0.000455390419741113,-0.00648424599636258,-0.00298685054144378,0.0186097315850427
"488",0.00663749396174929,0.00188132098917781,0.0273774299090189,0.0306914135178478,0.0228418801494481,0.0466930225440687,0.0137391128816405,-0.043041990679276
"496",-0.000353251368055481,-0.000778925263668695,-0.0171433536789831,0.00677568615687754,-4.27388845364881e-05,-0.00697873489804494,0.0030102491317965,0.104031752801768
"500",0.00385179749556092,-0.000259285278035483,-0.0459907949501491,-0.00859691234852842,-0.0013586774917232,-0.00432145157888359,-0.00284555626530694,0.0448151661712351
"512",-0.000856031688204074,-0.00163119243154991,-0.0192588158438792,-0.00514776251092315,-0.00335106670262357,-0.0118471797732816,-0.0111441035626408,-0.351230664404889
"515",-0.000151653514740768,0.000188121116296126,0.00206539808029522,-0.00368157810324055,0.000673366449283106,-0.0133311804435794,-0.00151462846246459,0.178719727459698
"518",0.000157981626340538,0.00147128972841992,0.0278192195718283,0.00911736880043603,0.00118776238452138,0.0179591817699967,0.0035771300386141,-0.124614144800505
"520",0.000475495930060447,-0.00118751722841882,-0.0112274397318056,-0.00385508925676139,-0.00234970001972759,-0.0117953839396284,-0.00205639302537305,-0.0742085190541973
"521",-0.00233682447687584,-0.000257355088385709,-0.0258341118944708,-0.0030882871287817,-0.0027347097966822,-0.00670642355466875,-0.00647875923023295,-0.243996419603367
"522",-0.000131197657054154,-0.00014033311899246,-0.00722869914905544,-0.00297948414936489,-0.00124283311737244,-0.00594628683643691,-0.00153769330151514,-0.127603200538566
"524",0.000618983649778498,-0.000210927583517034,0.0120985391104984,0.00128680379353636,0.00038982989690056,0.0032360610574594,0.00586383799405427,0.0703737129467874
"525",5.63870080781404e-05,-0.000174439738878546,-0.00109820316431684,-0.000597031068648339,-0.00026447645620245,-0.00122128123148918,0.000219885262643015,0.00347449867081509
"532",-0.000301739421876759,-0.00155588959977762,-0.0102901229894645,-0.00282652578184179,-0.00173120639816656,-0.00813107651160057,-0.00597555056254756,-0.178647644968427
"533",0.000521242921951803,0.000170004694745884,0.0222204019824805,-0.0039996077294998,0.00356031566774022,-0.00813509576671312,-0.00255414462177738,0.268043974402706
"534",0.000486382809320521,-0.000743146983634697,0.0226007025311636,0.0054265562869189,0.00260814746951231,0.0148694986252232,0.00142642623074111,0.0555671075474865
"536",0.000468596974822447,-0.000187186541750008,0.00607789112559817,-0.000532503248002501,0.0017286038566489,-0.00594690038593855,-0.0029095584726976,-0.128131589034503
"538",0.00368217280922509,0.000660770218653211,0.0171299009491453,-0.00122215676605473,0.000436651140617678,-0.000635432718524303,-0.0040876472037582,-0.198835546120486
"540",0.00152187299514666,0.0020348646905036,0.0219055487353715,0.00055465750285615,-4.35336661845026e-05,0.0048995027957831,0.00826256947368687,0.318520582299847
"544",-6.29535651278617e-05,-0.00010218613245983,-0.00255257605139827,-0.001065817229772,-0.00104993656567144,-0.00253577127446693,-0.00680449674679607,-0.0935966553994548
"545",-0.00205378162584093,0.000410132938521019,0.0118696116437938,0.0013169469423924,-0.000272471235301728,0.00159295594863239,0.0122791644695764,0.187268242483419
"546",-0.00065796086424527,-0.000547441784798269,0.00290874399362175,-0.00251534647193304,-0.000616204867185675,-0.0101472195876206,0.00393360426387761,0.231307919349295
"548",-0.00640934821170279,-0.010516831552851,0.0632709800782238,0.0126233733058827,-0.01145700905704,-0.00641631601407376,0.00140326778243067,0.135902344003131
"554",-0.000699266653270239,0.00112388694999486,0.00163148198993943,-6.51026278097774e-05,-0.00305955913656809,0.00679075456086129,-0.0134075045777233,-0.323302615005057
"556",0.00102156007800354,-0.000615107414683333,0.0061341444429717,0.00810856103986841,0.00588625892273784,0.0380084765407352,0.000743091628378173,-0.0302363125462065
"558",-0.000207276754431315,0.00211556695594176,-0.00777346362174274,-0.00173465933761595,-0.000694636668771122,-0.00340747085870597,-0.00141651830684589,-0.0438944285420509
"566",-8.68237674954818e-06,-0.000428164939106355,0.0278577272828884,-0.00487639974403779,-0.00254271821361423,-0.0034944826315793,-0.00160734818768225,0.166485419282378
